REF_DATE,GEO,DGUID,Vehicle type,Origin of manufacture,Sales,Seasonal adjustment,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
1993-06,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,119001,,,,0
1993-06,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,95307,,,TRUE,0
1993-07,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,107933,,,,0
1993-07,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,102466,,,TRUE,0
1993-08,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,96017,,,,0
1993-08,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,101526,,,TRUE,0
1993-09,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,94832,,,,0
1993-09,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,96354,,,TRUE,0
1993-10,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,95386,,,,0
1993-10,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,102201,,,TRUE,0
1993-11,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,94665,,,,0
1993-11,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,103357,,,TRUE,0
1993-12,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,82335,,,,0
1993-12,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,101221,,,TRUE,0
1994-01,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,76528,,,,0
1994-01,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,106087,,,TRUE,0
1994-02,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,81981,,,,0
1994-02,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,105993,,,TRUE,0
1994-03,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,123663,,,,0
1994-03,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,106994,,,TRUE,0
1994-04,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,125672,,,,0
1994-04,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,108391,,,TRUE,0
1994-05,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,135452,,,,0
1994-05,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,105802,,,TRUE,0
1994-06,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,134896,,,,0
1994-06,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,108122,,,TRUE,0
1994-07,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,102422,,,,0
1994-07,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,103202,,,TRUE,0
1994-08,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,93723,,,,0
1994-08,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,95822,,,TRUE,0
1994-09,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,100080,,,,0
1994-09,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,105197,,,TRUE,0
1994-10,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,103460,,,,0
1994-10,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,108510,,,TRUE,0
1994-11,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,97197,,,,0
1994-11,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,104436,,,TRUE,0
1994-12,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,84982,,,,0
1994-12,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,101500,,,TRUE,0
1995-01,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,74721,,,,0
1995-01,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,101636,,,TRUE,0
1995-02,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,76964,,,,0
1995-02,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,98050,,,TRUE,0
1995-03,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,109830,,,,0
1995-03,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,96980,,,TRUE,0
1995-04,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,102986,,,,0
1995-04,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,90723,,,TRUE,0
1995-05,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,125381,,,,0
1995-05,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,94670,,,TRUE,0
1995-06,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,122535,,,,0
1995-06,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,99654,,,TRUE,0
1995-07,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,93041,,,,0
1995-07,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,94243,,,TRUE,0
1995-08,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,98953,,,,0
1995-08,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,99777,,,TRUE,0
1995-09,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,100351,,,,0
1995-09,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,105610,,,TRUE,0
1995-10,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,94070,,,,0
1995-10,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,96364,,,TRUE,0
1995-11,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,87890,,,,0
1995-11,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,93455,,,TRUE,0
1995-12,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,79813,,,,0
1995-12,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,95373,,,TRUE,0
1996-01,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,73765,,,,0
1996-01,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,96537,,,TRUE,0
1996-02,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,81180,,,,0
1996-02,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,99094,,,TRUE,0
1996-03,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,105370,,,,0
1996-03,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,96231,,,TRUE,0
1996-04,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,104783,,,,0
1996-04,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,92624,,,TRUE,0
1996-05,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,125989,,,,0
1996-05,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,96108,,,TRUE,0
1996-06,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,122206,,,,0
1996-06,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,99984,,,TRUE,0
1996-07,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,100108,,,,0
1996-07,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,98143,,,TRUE,0
1996-08,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,94134,,,,0
1996-08,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,100037,,,TRUE,0
1996-09,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,95276,,,,0
1996-09,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,101832,,,TRUE,0
1996-10,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,108552,,,,0
1996-10,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,106736,,,TRUE,0
1996-11,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,97327,,,,0
1996-11,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,106868,,,TRUE,0
1996-12,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,95867,,,,0
1996-12,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,110364,,,TRUE,0
1997-01,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,80002,,,,0
1997-01,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,106708,,,TRUE,0
1997-02,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,89210,,,,0
1997-02,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,114962,,,TRUE,0
1997-03,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,123276,,,,0
1997-03,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,118671,,,TRUE,0
1997-04,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,135184,,,,0
1997-04,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,110978,,,TRUE,0
1997-05,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,147753,,,,0
1997-05,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,116746,,,TRUE,0
1997-06,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,136006,,,,0
1997-06,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,112537,,,TRUE,0
1997-07,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,121096,,,,0
1997-07,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,118801,,,TRUE,0
1997-08,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,111157,,,,0
1997-08,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,119719,,,TRUE,0
1997-09,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,113716,,,,0
1997-09,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,113344,,,TRUE,0
1997-10,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,118395,,,,0
1997-10,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,120859,,,TRUE,0
1997-11,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,112385,,,,0
1997-11,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,125345,,,TRUE,0
1997-12,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,136200,,,,0
1997-12,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,145708,,,TRUE,0
1998-01,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,77409,,,,0
1998-01,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,105370,,,TRUE,0
1998-02,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,86860,,,,0
1998-02,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,116369,,,TRUE,0
1998-03,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,131463,,,,0
1998-03,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,118741,,,TRUE,0
1998-04,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,140547,,,,0
1998-04,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,123784,,,TRUE,0
1998-05,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,158144,,,,0
1998-05,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,129620,,,TRUE,0
1998-06,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,152505,,,,0
1998-06,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,125218,,,TRUE,0
1998-07,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,120549,,,,0
1998-07,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,120792,,,TRUE,0
1998-08,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,110404,,,,0
1998-08,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,117069,,,TRUE,0
1998-09,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,126952,,,,0
1998-09,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,120896,,,TRUE,0
1998-10,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,109398,,,,0
1998-10,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,114639,,,TRUE,0
1998-11,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,106440,,,,0
1998-11,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,120336,,,TRUE,0
1998-12,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,108261,,,,0
1998-12,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,116098,,,TRUE,0
1999-01,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,86790,,,,0
1999-01,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,120597,,,TRUE,0
1999-02,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,90913,,,,0
1999-02,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,123232,,,TRUE,0
1999-03,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,144526,,,,0
1999-03,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,125388,,,TRUE,0
1999-04,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,142870,,,,0
1999-04,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,125199,,,TRUE,0
1999-05,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,153101,,,,0
1999-05,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,124994,,,TRUE,0
1999-06,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,156553,,,,0
1999-06,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,125581,,,TRUE,0
1999-07,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,130047,,,,0
1999-07,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,130206,,,TRUE,0
1999-08,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,125410,,,,0
1999-08,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,129127,,,TRUE,0
1999-09,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,136298,,,,0
1999-09,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,130058,,,TRUE,0
1999-10,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,120347,,,,0
1999-10,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,133686,,,TRUE,0
1999-11,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,122625,,,,0
1999-11,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,133434,,,TRUE,0
1999-12,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,132561,,,,0
1999-12,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,140539,,,TRUE,0
2000-01,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,94001,,,,0
2000-01,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,130030,,,TRUE,0
2000-02,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,98810,,,,0
2000-02,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,131177,,,TRUE,0
2000-03,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,155496,,,,0
2000-03,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,135974,,,TRUE,0
2000-04,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169911,1.1.1.1.1,147619,,,,0
2000-04,Canada,2016A000011124,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42169912,1.1.1.1.2,131686,,,TRUE,0
